"name","longitude","latitude","partitionID"
"Acer rubrum",-85.59928,42.29093,3
"Acer rubrum",-72.55426,44.25717,2
"Acer rubrum",-91.10623,46.19911,3
"Acer rubrum",-86.25224,39.87573,1
"Acer rubrum",-75.57223,39.8238,1
"Acer rubrum",-77.2486,39.00002,4
"Acer rubrum",-81.57952,41.21186,2
"Acer rubrum",-81.62971,41.38904,4
"Acer rubrum",-71.89636,42.96496,1
"Acer rubrum",-60.90789,46.71513,3
"Acer rubrum",-70.86118,44.40201,1
"Acer rubrum",-92.72998,45.52267,2
"Acer rubrum",-72.59511,43.26285,3
"Acer rubrum",-83.86242,35.35158,2
"Acer rubrum",-77.05168,38.96001,3
"Acer rubrum",-74.66707,39.44258,2
"Acer rubrum",-73.09397,44.13568,3
"Acer rubrum",-74.57679,40.62478,4
"Acer rubrum",-73.13534,44.15711,3
"Acer rubrum",-74.57591,40.59779,4
"Acer rubrum",-74.49646,40.61556,2
"Acer rubrum",-75.60895,39.67081,1
"Acer rubrum",-73.24027,44.50484,4
"Acer rubrum",-72.35546,43.62522,3
"Acer rubrum",-82.55305,35.28991,4
"Acer rubrum",-81.49127,41.31561,3
"Acer rubrum",-77.37396,38.58257,3
"Acer rubrum",-76.04633,39.73859,3
"Acer rubrum",-76.75571,39.02975,3
"Acer rubrum",-77.06679,38.69551,3
"Acer rubrum",-77.342,39.06865,4
"Acer rubrum",-70.84895,44.36963,1
"Acer rubrum",-75.74027,45.33879,3
"Acer rubrum",-81.58326,41.19121,2
"Acer rubrum",-73.09357,44.13373,3
"Acer rubrum",-73.09352,44.13382,3
"Acer rubrum",-73.09424,44.1346,3
"Acer rubrum",-77.96667,40.28304,2
"Acer rubrum",-76.70902,39.06386,3
"Acer rubrum",-76.92086,38.99281,3
"Acer rubrum",-66.66527,45.97497,4
"Acer rubrum",-91.24439,47.38566,1
"Acer rubrum",-77.04216,38.89028,3
"Acer rubrum",-74.43593,40.47987,2
"Acer rubrum",-73.09357,44.13538,3
"Acer rubrum",-81.49347,33.56034,1
"Acer rubrum",-91.14773,46.22379,3
"Acer rubrum",-77.6682,41.20938,2
"Acer rubrum",-76.69783,38.94658,2
"Acer rubrum",-81.37593,35.14122,4
"Acer rubrum",-73.09356,44.13383,3
"Acer rubrum",-83.60255,33.66333,3
"Acer rubrum",-81.37593,35.14043,4
"Acer rubrum",-78.77555,35.76436,3
"Acer rubrum",-73.14104,44.16671,3
"Acer rubrum",-81.52726,41.21195,2
"Acer rubrum",-76.77465,39.04956,3
"Acer rubrum",-72.57109,44.28274,2
"Acer rubrum",-74.51145,40.2165,1
"Acer rubrum",-81.8137,35.13764,1
"Acer rubrum",-73.45869,41.25361,3
"Acer rubrum",-81.54925,41.19261,2
"Acer rubrum",-77.57097,38.80502,4
"Acer rubrum",-77.04235,38.89021,3
"Acer rubrum",-91.10584,46.20954,3
"Acer rubrum",-72.26102,44.28691,4
"Acer rubrum",-75.65253,39.85368,1
"Acer rubrum",-79.04436,35.91303,2
"Acer rubrum",-77.35174,38.55869,3
"Acer rubrum",-74.28384,40.73055,4
"Acer rubrum",-73.09441,44.13399,3
"Acer rubrum",-72.68684,44.3233,2
"Acer rubrum",-81.48949,33.5507,1
"Acer rubrum",-77.92207,38.0148,1
"Acer rubrum",-73.45504,41.25791,3
"Acer rubrum",-73.09401,44.13535,3
"Acer rubrum",-72.57693,44.32891,2
"Acer rubrum",-77.76244,39.32471,1
"Acer rubrum",-74.53277,40.60265,4
"Acer rubrum",-74.4032,39.7484,1
"Acer rubrum",-78.82218,36.08436,1
"Acer rubrum",-86.49823,30.52369,1
"Acer rubrum",-71.66868,43.10227,2
"Acer rubrum",-80.15572,40.42644,4
"Acer rubrum",-73.26587,44.5157,4
"Acer rubrum",-75.01906,41.55537,4
"Acer rubrum",-73.16382,41.69291,2
"Acer rubrum",-82.78624,35.56366,2
"Acer rubrum",-72.75263,44.3339,3
"Acer rubrum",-91.27591,47.35053,1
"Acer rubrum",-79.05343,35.89507,2
"Acer rubrum",-72.89553,43.77699,1
"Acer rubrum",-63.06731,46.40718,2
"Acer rubrum",-82.76521,35.5431,2
"Acer rubrum",-78.80949,35.79311,3
"Acer rubrum",-68.1599,44.35377,4
"Acer rubrum",-73.05952,44.00733,3
"Acer rubrum",-75.87347,45.30198,3
"Acer rubrum",-65.11515,45.63911,3
"Acer rubrum",-72.57358,41.72377,3
"Acer rubrum",-84.30633,35.88485,2
"Acer rubrum",-79.04899,35.90954,2
"Acer rubrum",-71.6356,44.25233,3
"Acer rubrum",-78.89981,36.02886,4
"Acer rubrum",-68.05644,44.60853,4
"Acer rubrum",-72.24581,41.80663,1
"Acer rubrum",-73.24115,44.40566,4
"Acer rubrum",-72.51246,44.32919,2
"Acer rubrum",-81.4317,25.97943,4
"Acer rubrum",-89.02032,37.30654,1
"Acer rubrum",-73.14073,44.16678,3
"Acer rubrum",-72.70901,41.70085,3
"Acer rubrum",-79.04437,35.913,2
"Acer rubrum",-72.33018,44.29462,4
"Acer rubrum",-79.07962,37.84855,1
"Acer rubrum",-77.60526,37.46251,4
"Acer rubrum",-80.63796,33.78312,3
"Acer rubrum",-68.36936,44.4349,1
"Acer rubrum",-95.1543,30.09127,3
"Acer rubrum",-72.12458,44.3767,4
"Acer rubrum",-79.03089,35.92313,2
"Acer rubrum",-65.10637,45.61343,3
"Acer rubrum",-73.14237,44.16342,3
"Acer rubrum",-68.34427,44.37838,1
"Acer rubrum",-65.07949,45.66748,2
"Acer rubrum",-78.32173,40.05626,3
"Acer rubrum",-72.86088,43.77992,1
"Acer rubrum",-72.65411,41.75736,3
"Acer rubrum",-91.19716,47.38157,1
"Acer rubrum",-76.70352,38.94695,2
"Acer rubrum",-83.38644,34.73882,2
"Acer rubrum",-73.02754,43.65073,4
"Acer rubrum",-90.19516,44.06844,3
"Acer rubrum",-72.41487,44.31613,4
"Acer rubrum",-81.32256,32.01949,1
"Acer rubrum",-72.8738,44.95406,4
"Acer rubrum",-73.22733,42.94025,1
"Acer rubrum",-68.94311,44.43006,2
"Acer rubrum",-72.44814,43.44914,3
"Acer rubrum",-84.58979,45.11768,4
"Acer rubrum",-80.1779,32.57469,1
"Acer rubrum",-67.90888,44.51473,4
"Acer rubrum",-76.86525,38.17026,4
"Acer rubrum",-81.37975,35.13092,4
"Acer rubrum",-81.4024,46.01655,2
"Acer rubrum",-72.54124,44.44214,3
"Acer rubrum",-73.01774,44.00703,3
"Acer rubrum",-95.37855,30.08384,1
"Acer rubrum",-72.5421,44.44301,3
"Acer rubrum",-77.73151,40.67533,3
"Acer rubrum",-72.54272,44.44377,3
"Acer rubrum",-94.4224,30.54454,1
"Acer rubrum",-85.37759,34.96415,1
"Acer rubrum",-83.18367,35.30335,3
"Acer rubrum",-81.43716,28.36873,4
"Acer rubrum",-73.01085,44.0061,3
"Acer rubrum",-81.63129,28.20073,4
"background",-71.9166666666667,41.75,4
"background",-85.25,41.0833333333333,3
"background",-78.4166666666667,40.5833333333333,2
"background",-71.5833333333333,42.4166666666667,1
"background",-84.25,38.5833333333333,2
"background",-81.9166666666667,40.4166666666667,3
"background",-85.4166666666667,35.4166666666667,2
"background",-88.0833333333333,44.9166666666667,2
"background",-89.4166666666667,40.9166666666667,2
"background",-83.0833333333333,32.75,3
"background",-70.5833333333333,44.9166666666667,2
"background",-85.9166666666667,32.0833333333333,2
"background",-78.0833333333333,46.4166666666667,4
"background",-73.5833333333333,40.75,3
"background",-75.9166666666667,44.4166666666667,4
"background",-76.0833333333333,38.75,1
"background",-87.0833333333333,38.25,3
"background",-87.75,43.4166666666667,4
"background",-77.5833333333333,43.9166666666667,2
"background",-84.75,46.0833333333333,1
"background",-86.75,45.75,4
"background",-68.75,46.75,2
"background",-90.75,37.4166666666667,1
"background",-70.75,42.25,2
"background",-93.25,41.25,3
"background",-67.25,45.0833333333333,4
"background",-88.5833333333333,30.9166666666667,2
"background",-80.9166666666667,33.4166666666667,3
"background",-81.5833333333333,26.5833333333333,2
"background",-83.5833333333333,42.5833333333333,1
"background",-81.0833333333333,31.75,1
"background",-85.5833333333333,30.5833333333333,2
"background",-93.25,30.5833333333333,3
"background",-87.9166666666667,37.5833333333333,1
"background",-84.4166666666667,46.25,3
"background",-89.75,32.9166666666667,3
"background",-79.25,43.25,3
"background",-83.9166666666667,46.75,1
"background",-85.4166666666667,46.0833333333333,2
"background",-82.5833333333333,39.5833333333333,2
"background",-89.4166666666667,47.4166666666667,2
"background",-82.9166666666667,47.25,1
"background",-75.9166666666667,41.0833333333333,3
"background",-77.75,44.0833333333333,4
"background",-81.9166666666667,36.5833333333333,3
"background",-73.9166666666667,43.75,4
"background",-81.75,46.75,4
"background",-85.75,42.0833333333333,3
"background",-91.4166666666667,42.9166666666667,2
"background",-84.4166666666667,31.9166666666667,2
"background",-80.5833333333333,38.75,2
"background",-86.5833333333333,44.0833333333333,1
"background",-84.9166666666667,31.0833333333333,2
"background",-81.25,47.5833333333333,2
"background",-85.9166666666667,45.9166666666667,3
"background",-86.75,31.9166666666667,3
"background",-78.9166666666667,43.75,2
"background",-87.25,42.9166666666667,2
"background",-94.25,37.5833333333333,3
"background",-81.0833333333333,39.75,1
"background",-75.9166666666667,46.9166666666667,1
"background",-78.5833333333333,33.75,4
"background",-85.25,47.5833333333333,2
"background",-92.25,35.9166666666667,2
"background",-64.9166666666667,45.0833333333333,1
"background",-92.25,36.4166666666667,1
"background",-80.9166666666667,45.5833333333333,3
"background",-81.4166666666667,26.25,2
"background",-89.5833333333333,34.9166666666667,4
"background",-74.0833333333333,42.9166666666667,2
"background",-91.5833333333333,41.4166666666667,3
"background",-74.9166666666667,47.5833333333333,3
"background",-80.25,38.75,4
"background",-80.5833333333333,34.0833333333333,1
"background",-81.5833333333333,47.5833333333333,3
"background",-89.75,31.5833333333333,3
"background",-86.25,38.0833333333333,4
"background",-77.0833333333333,40.25,3
"background",-85.0833333333333,45.0833333333333,1
"background",-89.25,31.0833333333333,4
"background",-94.0833333333333,38.9166666666667,2
"background",-76.0833333333333,46.0833333333333,2
"background",-90.0833333333333,41.75,3
"background",-86.75,37.4166666666667,1
"background",-87.5833333333333,43.25,2
"background",-95.0833333333333,31.0833333333333,1
"background",-90.75,29.25,3
"background",-66.0833333333333,46.75,2
"background",-82.4166666666667,45.25,1
"background",-64.75,45.75,3
"background",-85.0833333333333,31.4166666666667,4
"background",-93.4166666666667,32.75,2
"background",-82.4166666666667,37.4166666666667,3
"background",-78.9166666666667,44.4166666666667,1
"background",-87.4166666666667,44.9166666666667,1
"background",-91.9166666666667,42.0833333333333,2
"background",-87.0833333333333,42.0833333333333,3
"background",-73.4166666666667,46.25,2
"background",-92.25,32.5833333333333,1
"background",-77.75,47.5833333333333,3
"background",-93.25,39.75,3
"background",-73.25,44.4166666666667,4
"background",-93.5833333333333,44.9166666666667,3
"background",-81.4166666666667,32.9166666666667,2
"background",-77.0833333333333,43.9166666666667,1
"background",-83.25,35.9166666666667,4
"background",-69.25,44.9166666666667,2
"background",-75.25,39.9166666666667,4
"background",-88.0833333333333,40.0833333333333,1
"background",-75.0833333333333,40.9166666666667,3
"background",-79.4166666666667,37.75,3
"background",-95.25,33.75,3
"background",-83.9166666666667,47.4166666666667,2
"background",-70.5833333333333,46.9166666666667,1
"background",-85.75,41.25,2
"background",-94.5833333333333,42.0833333333333,2
"background",-91.0833333333333,35.75,2
"background",-82.25,45.4166666666667,3
"background",-85.75,41.0833333333333,2
"background",-85.9166666666667,30.4166666666667,4
"background",-82.25,28.5833333333333,2
"background",-86.25,39.25,2
"background",-80.5833333333333,44.0833333333333,2
"background",-79.75,43.75,1
"background",-90.4166666666667,29.9166666666667,2
"background",-78.9166666666667,41.4166666666667,4
"background",-72.25,46.9166666666667,4
"background",-78.4166666666667,41.25,1
"background",-86.5833333333333,44.4166666666667,4
"background",-85.75,41.4166666666667,4
"background",-93.9166666666667,45.4166666666667,2
"background",-91.9166666666667,43.5833333333333,2
"background",-85.4166666666667,45.75,4
"background",-80.4166666666667,41.75,1
"background",-76.25,43.9166666666667,2
"background",-89.5833333333333,32.4166666666667,1
"background",-88.5833333333333,43.25,3
"background",-78.4166666666667,46.9166666666667,3
"background",-81.75,33.25,2
"background",-84.9166666666667,39.4166666666667,4
"background",-87.4166666666667,33.25,4
"background",-93.5833333333333,45.5833333333333,4
"background",-79.25,41.75,3
"background",-92.5833333333333,38.75,2
"background",-87.9166666666667,31.0833333333333,4
"background",-83.4166666666667,37.5833333333333,2
"background",-77.25,46.75,1
"background",-83.5833333333333,39.9166666666667,1
"background",-84.9166666666667,34.9166666666667,3
"background",-89.0833333333333,31.0833333333333,2
"background",-85.5833333333333,44.25,4
"background",-79.75,43.25,2
"background",-74.75,43.4166666666667,2
"background",-81.0833333333333,44.5833333333333,2
"background",-78.75,41.75,4
"background",-77.0833333333333,45.9166666666667,2
"background",-77.4166666666667,45.25,3
"background",-83.5833333333333,41.25,1
"background",-84.5833333333333,36.4166666666667,3
"background",-74.5833333333333,46.9166666666667,1
"background",-71.25,42.25,1
"background",-79.0833333333333,42.4166666666667,2
"background",-92.5833333333333,32.5833333333333,3
"background",-77.75,35.4166666666667,3
"background",-64.75,44.25,2
"background",-76.5833333333333,45.75,3
"background",-95.25,32.5833333333333,3
"background",-94.0833333333333,35.5833333333333,1
"background",-94.4166666666667,36.9166666666667,4
"background",-78.4166666666667,36.25,3
"background",-91.4166666666667,47.4166666666667,1
"background",-79.5833333333333,45.0833333333333,1
"background",-91.75,46.4166666666667,1
"background",-80.5833333333333,34.9166666666667,2
"background",-65.4166666666667,46.9166666666667,1
"background",-79.75,41.0833333333333,1
"background",-73.4166666666667,46.75,1
"background",-74.75,46.9166666666667,1
"background",-74.5833333333333,45.4166666666667,1
"background",-88.0833333333333,36.75,2
"background",-83.0833333333333,46.0833333333333,3
"background",-81.4166666666667,43.5833333333333,2
"background",-91.9166666666667,33.9166666666667,4
"background",-90.0833333333333,37.75,3
"background",-84.75,33.9166666666667,3
"background",-76.25,43.75,2
"background",-91.5833333333333,38.4166666666667,1
"background",-69.0833333333333,46.4166666666667,1
"background",-94.75,31.75,3
"background",-74.0833333333333,44.0833333333333,2
"background",-80.9166666666667,29.0833333333333,1
"background",-81.75,43.5833333333333,3
"background",-63.25,46.0833333333333,1
"background",-88.25,37.5833333333333,4
"background",-82.75,31.4166666666667,2
"background",-84.4166666666667,37.25,2
"background",-87.9166666666667,44.0833333333333,1
"background",-82.25,29.4166666666667,3
"background",-79.9166666666667,34.75,1
"background",-76.4166666666667,41.5833333333333,4
"background",-77.25,37.0833333333333,3
"background",-74.5833333333333,43.5833333333333,2
"background",-83.5833333333333,31.75,1
"background",-92.5833333333333,41.75,3
"background",-85.4166666666667,37.9166666666667,4
"background",-77.5833333333333,47.0833333333333,1
"background",-87.9166666666667,41.9166666666667,4
"background",-94.5833333333333,37.25,3
"background",-76.0833333333333,38.25,2
"background",-78.75,39.4166666666667,2
"background",-76.0833333333333,43.0833333333333,4
"background",-83.4166666666667,44.5833333333333,3
"background",-88.4166666666667,33.4166666666667,4
"background",-85.25,41.5833333333333,1
"background",-85.9166666666667,41.9166666666667,3
"background",-81.25,30.0833333333333,2
"background",-94.0833333333333,44.25,2
"background",-64.5833333333333,45.5833333333333,2
"background",-69.4166666666667,46.4166666666667,3
"background",-92.25,45.25,2
"background",-93.75,31.9166666666667,2
"background",-94.0833333333333,30.9166666666667,2
"background",-88.5833333333333,37.25,4
"background",-79.5833333333333,34.0833333333333,4
"background",-84.25,34.25,3
"background",-82.75,40.4166666666667,4
"background",-78.9166666666667,39.4166666666667,3
"background",-89.25,38.5833333333333,3
"background",-84.75,31.0833333333333,3
"background",-65.25,47.5833333333333,2
"background",-76.75,39.75,4
"background",-89.4166666666667,39.4166666666667,2
"background",-94.4166666666667,33.0833333333333,1
"background",-83.5833333333333,37.0833333333333,1
"background",-79.0833333333333,38.0833333333333,3
"background",-71.75,46.0833333333333,4
"background",-77.0833333333333,38.75,3
"background",-88.0833333333333,45.0833333333333,3
"background",-77.9166666666667,46.0833333333333,1
"background",-77.75,38.25,3
"background",-82.75,28.25,1
"background",-72.4166666666667,46.5833333333333,2
"background",-89.9166666666667,30.25,1
"background",-94.75,33.75,4
"background",-89.0833333333333,45.25,1
"background",-80.9166666666667,44.9166666666667,4
"background",-86.9166666666667,31.5833333333333,3
"background",-69.25,44.0833333333333,1
"background",-80.5833333333333,46.25,1
"background",-77.25,38.9166666666667,1
"background",-67.5833333333333,47.25,2
"background",-82.0833333333333,47.5833333333333,1
"background",-89.4166666666667,42.9166666666667,1
"background",-81.25,43.4166666666667,2
"background",-82.4166666666667,32.5833333333333,2
"background",-84.75,32.4166666666667,3
"background",-92.9166666666667,38.0833333333333,4
"background",-82.5833333333333,34.0833333333333,2
"background",-73.75,41.75,1
"background",-76.75,46.75,2
"background",-87.5833333333333,38.4166666666667,1
"background",-65.5833333333333,43.9166666666667,2
"background",-79.75,39.25,2
"background",-93.25,34.0833333333333,2
"background",-89.5833333333333,43.4166666666667,3
"background",-77.9166666666667,39.4166666666667,1
"background",-75.5833333333333,36.0833333333333,3
"background",-93.25,36.25,1
"background",-89.25,41.75,4
"background",-84.75,39.75,4
"background",-72.5833333333333,46.9166666666667,2
"background",-85.25,33.5833333333333,1
"background",-73.5833333333333,44.25,4
"background",-80.0833333333333,39.75,3
"background",-85.0833333333333,33.0833333333333,1
"background",-73.75,44.25,4
"background",-85.4166666666667,34.4166666666667,3
"background",-91.5833333333333,39.4166666666667,4
"background",-86.0833333333333,44.25,2
"background",-68.75,46.0833333333333,1
"background",-88.75,41.9166666666667,3
"background",-82.75,35.0833333333333,4
"background",-82.75,29.0833333333333,3
"background",-81.5833333333333,26.75,4
"background",-78.9166666666667,33.75,1
"background",-82.5833333333333,27.75,3
"background",-88.9166666666667,37.75,2
"background",-66.25,46.0833333333333,4
"background",-75.4166666666667,40.9166666666667,1
"background",-89.25,31.5833333333333,2
"background",-92.5833333333333,38.0833333333333,1
"background",-76.5833333333333,42.75,2
"background",-82.4166666666667,47.5833333333333,4
"background",-75.75,42.0833333333333,4
"background",-90.0833333333333,36.9166666666667,1
"background",-80.4166666666667,37.9166666666667,1
"background",-92.5833333333333,39.0833333333333,3
"background",-93.0833333333333,42.25,4
"background",-77.0833333333333,40.5833333333333,2
"background",-80.4166666666667,45.0833333333333,2
"background",-86.0833333333333,36.9166666666667,1
"background",-91.75,31.75,1
"background",-72.4166666666667,44.9166666666667,3
"background",-78.9166666666667,46.4166666666667,2
"background",-92.4166666666667,44.25,4
"background",-79.0833333333333,43.4166666666667,3
"background",-69.25,46.5833333333333,3
"background",-83.5833333333333,32.9166666666667,4
"background",-85.25,37.9166666666667,4
"background",-92.9166666666667,33.4166666666667,3
"background",-79.0833333333333,47.5833333333333,3
"background",-93.9166666666667,34.9166666666667,2
"background",-89.25,36.75,2
"background",-73.5833333333333,43.9166666666667,2
"background",-64.25,44.5833333333333,1
"background",-89.75,38.75,4
"background",-67.25,46.4166666666667,4
"background",-80.5833333333333,44.25,2
"background",-93.25,45.4166666666667,1
"background",-93.75,39.75,2
"background",-78.9166666666667,40.75,3
"background",-87.0833333333333,38.0833333333333,3
"background",-82.25,27.9166666666667,1
"background",-82.9166666666667,38.0833333333333,3
"background",-91.75,31.5833333333333,4
"background",-83.4166666666667,30.4166666666667,4
"background",-75.75,37.75,2
"background",-78.9166666666667,35.9166666666667,2
"background",-85.4166666666667,36.25,1
"background",-89.75,45.4166666666667,4
"background",-78.0833333333333,36.25,2
"background",-71.9166666666667,47.4166666666667,2
"background",-64.25,46.75,4
"background",-82.75,29.5833333333333,1
"background",-71.25,45.9166666666667,3
"background",-82.0833333333333,40.0833333333333,2
"background",-88.25,34.75,4
"background",-82.0833333333333,28.9166666666667,1
"background",-88.25,39.25,1
"background",-91.5833333333333,29.5833333333333,3
"background",-83.25,44.0833333333333,2
"background",-90.4166666666667,35.25,2
"background",-80.75,34.0833333333333,1
"background",-88.25,46.9166666666667,4
"background",-84.9166666666667,45.25,1
"background",-62.75,45.0833333333333,3
"background",-77.75,43.4166666666667,3
"background",-82.75,32.0833333333333,1
"background",-85.5833333333333,36.0833333333333,4
"background",-91.5833333333333,32.5833333333333,2
"background",-72.0833333333333,43.5833333333333,2
"background",-75.25,40.4166666666667,3
"background",-88.0833333333333,39.25,4
"background",-90.75,45.4166666666667,1
"background",-67.25,47.4166666666667,1
"background",-67.75,45.5833333333333,3
"background",-82.0833333333333,45.0833333333333,4
"background",-79.9166666666667,47.4166666666667,2
"background",-94.25,43.0833333333333,2
"background",-82.0833333333333,34.75,2
"background",-94.25,41.0833333333333,1
"background",-91.0833333333333,36.0833333333333,4
"background",-86.75,33.0833333333333,3
"background",-77.9166666666667,38.0833333333333,1
"background",-88.25,46.4166666666667,2
"background",-79.75,46.9166666666667,3
"background",-78.0833333333333,43.0833333333333,3
"background",-69.75,44.25,4
"background",-79.0833333333333,37.0833333333333,2
"background",-94.0833333333333,36.25,2
"background",-80.9166666666667,32.75,4
"background",-83.9166666666667,44.0833333333333,1
"background",-86.0833333333333,42.75,2
"background",-81.0833333333333,47.25,2
"background",-72.5833333333333,44.4166666666667,3
"background",-79.9166666666667,37.25,3
"background",-91.25,43.75,4
"background",-80.9166666666667,40.4166666666667,2
